"metabolite","super_pathway","sub_pathway","fluid","platform_name","platform_unit","retention_index","CAS","PubChem","ChEBI"
"TAG46:4-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:0-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:0-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:0-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:0-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:1-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:1-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:1-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:1-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:1-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:1-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:2-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:2-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:2-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:2-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG47:2-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:0-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:0-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:0-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:1-FA12:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:1-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:1-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:1-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:1-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:1-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:1-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA12:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:2-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA12:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:3-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA12:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:4-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:5-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG48:5-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:0-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:0-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:0-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:0-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:1-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:1-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:1-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:1-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:1-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:1-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:2-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:2-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:2-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:2-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:2-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:2-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:2-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:3-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:3-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:3-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:3-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG49:3-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:0-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:0-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:0-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:1-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:1-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:1-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:1-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:1-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:1-FA20:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:2-FA20:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:3-FA20:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA20:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:4-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA14:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:5-FA20:5","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG50:6-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:0-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:0-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:0-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:1-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:1-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:1-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:1-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:1-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:2-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:2-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:2-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:2-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:2-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:2-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:2-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:3-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:3-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:3-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:3-FA17:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:3-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:3-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:3-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:4-FA15:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:4-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:4-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:4-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:4-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:4-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:4-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:5-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG51:5-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:0-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:0-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:0-FA20:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:1-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:1-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:1-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:1-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:1-FA20:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:1-FA20:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA20:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA20:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:2-FA20:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA20:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA20:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA20:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA20:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:3-FA22:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA18:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA20:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA20:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA20:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA22:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:4-FA22:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA20:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA20:5","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:5-FA22:5","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:6-FA14:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:6-FA16:0","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:6-FA16:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:6-FA18:1","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:6-FA18:2","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:6-FA18:3","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
"TAG52:6-FA20:4","Lipids","Triacylglycerol","plasma","Lipidyzer [Lipidizer]","µmol/l",NA,NA,NA,NA
